siteID,site_group,site_num,Fluoride,Chloride,Nitrite,Bromide,NitrateN,PhosphateP,Sulfate,NH4N
Rg_61,Rg,61,.,13.19,.,0.03,0.04,0.04,50.22,0.04
Rg_62,Rg,62,.,7.49,.,0.01,0.08,0.01,42.73,0.02
Rg_63,Rg,63,.,15.1,.,0.03,0.03,0.05,56.36,0.07
Rg_64,Rg,64,.,17.75,.,0,0.06,0.03,63.78,0.07
Rg_65,Rg,65,.,13.59,.,0.03,0.03,0.03,49,0.05
Rg_66,Rg,66,.,13.2,.,0.02,0.03,0.03,39.39,0.06
Rg_67,Rg,67,.,12.65,.,0.06,0.04,0.04,43.42,0.04
Rg_68,Rg,68,.,6.95,.,0.03,0.07,0.02,52.8,0.06
Rg_69,Rg,69,.,32.92,.,0.12,0.03,0.05,133.18,0.09
Rg_70,Rg,70,.,16.48,.,0.06,0.05,0.02,62.48,0.07
Rg_71,Rg,71,.,11.33,.,0.07,0.04,0.06,44.24,0.04
Rg_72,Rg,72,.,17.29,.,0.08,0.05,0.02,77.92,0.07
Rg_73,Rg,73,0.5495,3.722,0,0,0,0,20.739,
Rg_74,Rg,74,.,.,.,.,.,.,.,
Rg_75,Rg,75,0.5573,8.146,0,0,0,0,32.4139,
Rg_76,Rg,76,1.0739,13.786,0,0.2349,0.3991,0,60.7876,
Rg_77,Rg,77,.,.,.,.,.,.,.,
Rg_78,Rg,78,0.8357,13.308,0,0,8.8762,0,84.4065,
Rg_79,Rg,79,0.7527,9.824,0,0,0,0,77.6278,
Rg_80,Rg,80,0.9955,11.031,0,0.4499,0.869,0,58.1359,
Rg_81,Rg,81,0.8527,13.385,0,0.2247,0.9625,0,54.3943,
Rg_82,Rg,82,0.9044,15.164,0,0.2401,0.624,0,78.5449,
Rg_83,Rg,83,1.1001,13.128,0,0.4662,0.8114,0,47.8164,
Rg_84,Rg,84,0.8558,9.86,0.2944,0.1699,1.6769,0,36.6001,
Rg_85,Rg,85,0.9228,16.945,0,0.5159,1.1477,0,71.6668,
Rg_86,Rg,86,1.1046,10.275,0,0.6148,1.5879,0,49.5007,
Rg_87,Rg,87,0.59,15.35,0,0.27,0.15,0,54.21,
Rg_88,Rg,88,0.48,16.6,0,0.35,0.57,0,55.25,
Rg_89,Rg,89,0.32,13.02,0,0,0,0,60.41,
Rg_90,Rg,90,0.86,23.37,0,0.51,0.41,0,80.85,
Rg_91,Rg,91,0.39,4.05,0,0,1.08,0,19.08,
Rg_92,Rg,92,0.58,13.94,0,0.33,0.21,0,45.68,
Rg_93,Rg,93,0.5,11.45,0,0.36,0.24,0,40.32,
Rg_94,Rg,94,0.6986,11.586,0,0.9779,1.5742,0.7796,50.4405,
Rg_95,Rg,95,0.6469,10.798,0.2662,0.8329,1.7922,0.8211,66.9351,
Rg_96,Rg,96,0.7063,18.614,0,0.9628,1.6333,0.8388,63.2434,
Rg_97,Rg,97,0.7121,30.862,0,0.7099,0.9666,0,73.5603,
Rg_98,Rg,98,0.7101,13.408,0,0.8298,2.0939,0.8321,60.4014,
Rg_99,Rg,99,0.663,24.858,0,0.9055,1.1807,0,93.3413,
Rg_100,Rg,100,0.6239,9.853,0,0.58,0,0,45.2287,
Rg_101,Rg,101,0.5762,13.894,0,0.3655,0.3568,0.4016,63.7406,
Rg_102,Rg,102,0.4746,11.132,0,0.3488,0.4535,0,45.3989,
Rg_103,Rg,103,0.6746,13.052,0,0.5939,0.4321,0.4708,52.3808,
Rg_104,Rg,104,0.7728,9.165,0,0.3538,0.3696,0.4198,48.1393,
Rg_105,Rg,105,0.4433,10.994,0.5946,0.3947,0.6072,0.3115,32.3596,
Rg_106,Rg,106,0.5204,11.958,0,0.3667,0.3635,0.3471,54.3761,
Rg_107,Rg,107,0.8152,9.491,0,0.1664,1.4283,0,58.8482,
Rg_108,Rg,108,.,.,.,.,.,.,.,
Rg_109,Rg,109,0.353,9.661,1.5436,0.7552,0.928,0,57.2084,
Rg_110,Rg,110,0.483,13.542,0,0.5723,0.4976,0.3661,50.2646,
Rg_111,Rg,111,0.3891,19.821,0,0.742,0.7308,0.5862,62.5369,
Rg_112,Rg,112,.,.,.,.,.,.,.,
Rg_113,Rg,113,0.3949,11.649,0,0.5838,0.3635,0,45.9376,
Rg_114,Rg,114,0.3134,6.467,0,0.0407,0.1387,0.2894,40.4312,
Rt_1,Rt,1,.,5.28,.,0.05,0.01,0.02,36.77,0
Rt_2,Rt,2,.,9.78,.,0.05,0.03,0.03,45.38,0
Rt_3,Rt,3,.,4.82,.,0.03,0.01,0.05,29.77,0
Rt_4,Rt,4,.,5.1,.,0.03,0.01,0.03,30.44,0.01
Rt_5,Rt,5,.,9.89,.,0.03,0.04,0.02,40.14,0.01
Rt_6,Rt,6,.,6.47,.,0,0.01,0.06,40.23,0.08
Rt_7,Rt,7,.,6.61,.,0.06,0.01,0.04,40.33,0
Rt_8,Rt,8,.,11.49,.,0.05,0.01,0.01,52.28,0.01
Rt_9,Rt,9,.,.,.,.,.,.,.,.
Rt_10,Rt,10,.,10.88,.,0.03,0.01,0.03,56.13,0.01
Rt_11,Rt,11,.,10.1,.,0.04,0.02,0.02,44.71,0.01
Rt_12,Rt,12,.,15.46,.,0.06,0.12,0.02,42.91,0.01
Rt_13,Rt,13,.,10.76,.,0.05,0.01,0.04,43.38,0
Rt_14,Rt,14,.,13.64,.,0.06,0.03,0.05,53.6,0.01
Rt_15,Rt,15,.,9.85,.,0.08,0.01,0.02,32.38,0.01
Rt_16,Rt,16,.,13.49,.,0.06,0.01,0.07,44.6,0.01
Rt_17,Rt,17,.,11.65,.,0.05,0.28,0.05,39.2,0.02
Rt_18,Rt,18,.,5.96,.,0.02,0.1,0.03,40.84,0.02
Rt_19,Rt,19,.,8.02,.,0.05,0.05,0.02,36.1,0.01
Rt_20,Rt,20,.,7.31,.,0.05,0.22,0.06,37.3,0.02
Rt_21,Rt,21,.,27.83,.,0.1,0.01,0.01,131.5,0
Rt_22,Rt,22,.,8.06,.,0.05,0.01,0.02,50.27,0
Rt_23,Rt,23,.,9.04,.,0.06,0.12,0.02,62.25,0
Rt_24,Rt,24,.,5.37,.,0.02,0.35,0.03,29.85,0.03
Rt_25,Rt,25,.,8.47,.,0.07,0.01,0.04,64.39,0
Rt_26,Rt,26,.,14.87,.,0.06,0.02,0.03,95.46,0
Rt_27,Rt,27,.,16.24,.,0.11,0.01,0.01,64.16,0
Rt_28,Rt,28,.,10.07,.,0.06,0.02,0.05,41.39,0
Rt_29,Rt,29,.,13.38,.,0.07,0.05,0.03,65.12,0
Rt_30,Rt,30,.,10.08,.,0.06,0.01,0.03,45.4,0
Rt_31,Rt,31,.,6.51,.,0.03,0.09,0.03,33.31,0.03
Rt_32,Rt,32,.,10.84,.,0.06,0.02,0.02,47.63,0
Rt_33,Rt,33,.,13.36,.,0.05,0.05,0.01,50.59,0.01
Rt_34,Rt,34,.,12.43,.,0.07,0.02,0.03,45.98,0.01
Rt_35,Rt,35,.,12.58,.,0.05,0.09,0.03,43.43,0.01
Rt_36,Rt,36,.,19.25,.,0.08,0.11,0.03,45.01,0.02
Rt_37,Rt,37,.,16.65,.,0.05,0.07,0.02,45.98,0.01
Rt_38,Rt,38,.,16.8,.,0.07,0.19,0.02,47.09,0.01
Rt_39,Rt,39,.,8.67,.,0.04,0.02,0.03,49.17,0
Rt_40,Rt,40,.,6.81,.,0.05,0.03,0.03,47.7,0.01
Rt_41,Rt,41,.,7.8,.,0.05,0.06,0,44.95,0
Rt_42,Rt,42,.,13.25,.,0.06,0.16,0.04,52.01,0
Rt_43,Rt,43,.,9.92,.,0.06,0.07,0.02,48.53,0.01
Rt_44,Rt,44,.,10.83,.,0.04,0.11,0.03,55.06,0
Rt_45,Rt,45,.,5.7,.,0.05,0.07,0.03,40.93,0.03
Rt_46,Rt,46,.,10.87,.,0,0.06,0.04,56.26,0.03
Rt_47,Rt,47,.,4.56,.,0.04,0.05,0.04,29.78,0.04
Rt_48,Rt,48,.,6.61,.,0.06,0.42,0.02,45.59,0.05
Rt_49,Rt,49,.,2.91,.,0.03,0.08,0.03,30.71,0
Rt_50,Rt,50,.,2.99,.,0,0.04,0.02,30.08,0
Rt_51,Rt,51,.,5.63,.,0.06,0.04,0.03,37.99,0.01
Rt_52,Rt,52,.,7.3,.,0.02,0.03,0.02,42.42,0
Rt_53,Rt,53,.,6.34,.,0.06,0.05,0.05,40.15,0
Rt_54,Rt,54,.,12.68,.,0.05,0.11,0.04,46.22,0
Rt_55,Rt,55,.,5.67,.,0.03,0.04,0.02,38.83,0
Rt_56,Rt,56,.,6.58,.,0.02,0.06,0.01,38.73,0
Sv_1,Sv,1,.,8.19,.,0.05,0.01,0.05,41.36,0.06
Sv_2,Sv,2,.,10.23,.,0.04,0.01,0.02,40.81,0.03
Sv_3,Sv,3,.,10.13,.,0.05,0.01,0.04,41.25,0.05
Sv_4,Sv,4,.,.,.,.,.,.,.,.
Sv_5,Sv,5,.,9.26,.,0.03,0.09,0.03,38.18,0.01
Sv_6,Sv,6,.,.,.,.,.,.,.,.
Sv_7,Sv,7,.,14.48,.,0.04,0.01,0.05,40.4,0.03
Sv_8,Sv,8,.,10.68,.,0.04,0.01,0.06,35.65,0.04
Sv_9,Sv,9,.,13.08,.,0.07,0.03,0.03,49.02,0.04
Sv_10,Sv,10,.,11.67,.,0.05,0.01,0,37.64,0.09
Sv_11,Sv,11,.,10.17,.,0.05,0.01,0.06,38.78,0.05
Sv_12,Sv,12,.,21.44,.,0.07,0.06,0.01,43.4,0.03
Sv_13,Sv,13,.,10.53,.,0.04,0.01,0,40.61,0.02
Sv_14,Sv,14,.,10.65,.,0.05,0.01,0.06,44.77,0.01
Sv_15,Sv,15,.,11.18,.,0.07,0.01,0.04,32.42,0.01
Sv_16,Sv,16,.,8.35,.,0.06,0.01,0.03,27.07,0.01
Sv_17,Sv,17,.,11.59,.,0.08,0,0.1,34.91,0.01
Sv_18,Sv,18,.,11.37,.,0.08,0.01,0.04,34.49,0.01
Sv_19,Sv,19,.,12.29,.,0.07,0.01,0.06,41.11,0.01
Sv_20,Sv,20,.,7.65,.,0.04,0.02,0.04,49.89,0.02
Sv_21,Sv,21,.,7,.,0.01,0.12,0.05,42.07,0.07
Sv_22,Sv,22,.,9.13,.,0.05,0.01,0.04,60.11,0
Sv_23,Sv,23,.,11.68,.,0.07,0.04,0,51.57,0
Sv_24,Sv,24,.,11.1,.,0.06,0.02,0.06,61.68,0
Sv_25,Sv,25,.,7.7,.,0.06,0.02,0.09,46.23,0
Sv_26,Sv,26,.,18.97,.,0.03,0.21,0.02,43.5,0.15
Sv_27,Sv,27,.,7.64,.,0.06,0.02,0.04,61.98,0
Sv_28,Sv,28,.,9.31,.,0.05,0.01,0.04,36.76,0
Sv_29,Sv,29,.,11.69,.,0.06,0.01,0.04,57.98,0.08
Sv_30,Sv,30,.,11.52,.,0.06,0.01,0.03,59.67,0.03
Sv_31,Sv,31,.,9.81,.,0.07,0.01,0.04,36.05,0.06
Sv_32,Sv,32,.,12.14,.,0.07,0.01,0.06,69.28,0.06
Sv_33,Sv,33,.,8.2,.,0.03,0.04,0.03,31.01,0.03
Sv_34,Sv,34,.,10.88,.,0.06,0.01,0.04,47.18,0.05
Sv_35,Sv,35,.,12.63,.,0.06,0.01,0.04,62.89,0.05
Sv_36,Sv,36,.,9.61,.,0.06,0.05,0.05,31.01,0.08
Sv_37,Sv,37,.,12.24,.,0.07,0.04,0.03,49.35,0.03
Sv_38,Sv,38,.,15.15,.,0.07,0.02,0.04,43.52,0.06
Sv_39,Sv,39,.,9.55,.,0.04,0.01,0.04,38.27,0.04
Sv_40,Sv,40,.,13.37,.,0.07,0.07,0.02,40.07,0.04
Sv_41,Sv,41,.,9.59,.,0.05,0.03,0.05,38.08,0.05
Sv_42,Sv,42,.,11.13,.,0.06,0.03,0.04,45.66,0.04
Sv_43,Sv,43,.,8.75,.,1.53,0.03,0.07,48.8,0
Sv_44,Sv,44,.,14.7,.,2.55,0.03,0.07,44.7,0
Sv_45,Sv,45,.,7.05,.,1.61,0.01,0.11,42.16,0
Sv_46,Sv,46,.,7.65,.,1.61,0.03,0.08,44.19,0
Sv_47,Sv,47,.,8.89,.,2.83,0.03,0.04,49.33,0
Sv_48,Sv,48,.,10.91,.,0.07,0.03,0.06,52.74,0.01
Sv_49,Sv,49,.,8.59,.,0.07,0.03,0.02,41.31,0
Sv_50,Sv,50,.,.,.,.,.,.,.,.
Sv_51,Sv,51,.,6.42,.,0.04,0.09,0.01,44.12,0.09
Sv_52,Sv,52,.,3.3,.,0.03,0.03,0.09,25.04,0.01
Sv_53,Sv,53,.,6.69,.,0.04,0.04,0.05,42.09,0.02
Sv_54,Sv,54,.,6.38,.,0.03,0.19,0.07,36.59,0
Sv_55,Sv,55,.,4.18,.,0.03,0.04,0.05,27.5,0.02
Sv_56,Sv,56,.,7.96,.,0.07,0.01,0.1,43.55,0.02
Sv_57,Sv,57,.,6.86,.,0.03,0.05,0.04,38.44,0.13
Sv_58,Sv,58,.,7.73,.,0.03,0.05,0.05,42.42,0
Sv_59,Sv,59,.,6.7,.,0.03,0.02,0.04,35.8,0.06
Sv_60,Sv,60,.,6.58,.,0.05,0.04,0.09,35.08,0.06
Sv_61,Sv,61,.,13.34,.,0.07,0.1,0.03,46.14,0
Sv_62,Sv,62,.,6.2,.,0.04,0.02,0.03,38.68,0.02
Sv_63,Sv,63,.,7.49,.,0.08,0.03,0.09,32.57,0.05
Sv_64,Sv,64,.,12.65,.,0.05,0.04,0.04,41.88,0.07
Sv_65,Sv,65,.,7.13,.,0.03,0.05,0.01,42.94,0.02
Sv_66,Sv,66,.,10.98,.,0.04,0.05,0.04,39.64,0.05
Sv_67,Sv,67,.,12.83,.,0.06,0.09,0.06,41.21,0.04
Sv_68,Sv,68,.,4.07,.,0.01,0.1,0.02,29.65,0.03
Sv_69,Sv,69,.,12.31,.,0.03,0.06,0.04,40.54,0.03
Sv_70,Sv,70,.,12.88,.,0.07,0.09,0.06,43.27,0.04
Sv_71,Sv,71,.,11.33,.,0.06,0.05,0.06,39.22,0.06
Sv_72,Sv,72,.,6.63,.,0.02,0.12,0.02,50.26,0.01
Sv_73,Sv,73,.,5.86,.,0.01,0.04,0.04,33.13,0.04
Sv_74,Sv,74,.,11.66,.,0.04,0.05,0.04,39.51,0.03
Sv_75,Sv,75,.,4.46,.,0,0.15,0.03,48.3,0.02
Sv_76,Sv,76,.,10.14,.,0.03,0.05,0.06,37.6,0.02
Sv_77,Sv,77,.,12.71,.,0.04,0.04,0.02,44.7,0.04
Sv_78,Sv,78,.,7.57,.,0.05,0.03,0.06,32.26,0.07
Sv_79,Sv,79,.,6.43,.,0.03,0.05,0.02,44.43,0.02
Sv_80,Sv,80,.,4.16,.,0.04,0.03,0.06,29.39,0.07
Sv_81,Sv,81,.,7.99,.,0.04,0.06,0.05,33.55,0.07
Sv_82,Sv,82,.,17.08,.,0.06,0.22,0.04,75.01,0.05
Sv_83,Sv,83,.,7.23,.,0.04,0.01,0.04,33.51,0.08
Sv_84,Sv,84,.,12.56,.,0.08,0.04,0.06,40.62,0.08
Sv_85,Sv,85,.,10.48,.,0.69,0.6,0,49.55,.
Sv_86,Sv,86,.,7.8,.,0.39,0.43,0,52.78,.
Sv_87,Sv,87,.,11.53,.,0.67,0.52,0,46.84,.
Sv_88,Sv,88,.,10.35,.,0.51,0.79,0,47.87,.
Sv_89,Sv,89,.,8.55,.,0.71,0.66,0,44.79,.
Sv_90,Sv,90,.,10.54,.,0.42,0,0,49.46,.
Sv_91,Sv,91,.,9.49,.,0.45,0.52,0,47.28,.
Sv_92,Sv,92,.,7.28,.,0,0.36,0,47.73,.
Sv_93,Sv,93,.,5.49,.,0,0.33,0,35.09,.
Sv_94,Sv,94,.,6.79,.,0,0.5,0,40.04,.
Sv_95,Sv,95,.,7.88,.,0.54,0.39,0,49.13,.
Sv_96,Sv,96,.,4.19,.,0,0.37,0,40.56,.
Sv_97,Sv,97,.,6.5,.,0,0.51,0,50.53,.
Sv_98,Sv,98,.,10.68,.,0.7,0.5,0,42.16,.
Sv_99,Sv,99,0.6451,7.69,.,0.35,0,0.84,47.02,.
Sv_100,Sv,100,0.6854,9.98,.,0.4,0,0,30.52,.
Sv_101,Sv,101,0.7501,7.66,.,0,0.24,0,46.72,.
Sv_102,Sv,102,0.7763,8.33,.,0,0,0,52.82,.
Sv_103,Sv,103,0.811,6.1,.,0.34,0.17,0,29.47,.
Sv_104,Sv,104,0.7732,9.77,.,0,0,0,47.38,.
Sv_105,Sv,105,0.8098,9.97,.,0.77,0,0,53.29,.
Sv_106,Sv,106,.,.,.,.,.,.,.,
Sv_107,Sv,107,.,.,.,.,.,.,.,
Sv_108,Sv,108,.,.,.,.,.,.,.,
Sv_109,Sv,109,.,.,.,.,.,.,.,
Sv_110,Sv,110,.,.,.,.,.,.,.,
Sv_111,Sv,111,.,.,.,.,.,.,.,
Sv_112,Sv,112,.,.,.,.,.,.,.,
Sv_113,Sv,113,0.8135,10.79,0,0.2326,0.6086,0,47.5875,
Sv_114,Sv,114,0.9505,10.349,0,0,0.6953,0,52.4066,
Sv_115,Sv,115,0.731,13.489,0,0.239,0.7102,0,48.2925,
Sv_116,Sv,116,0.8415,10.61,0,0,0.7289,0,48.4322,
Sv_117,Sv,117,0.8423,10.575,0,0.4052,1.1514,0,37.4652,
Sv_118,Sv,118,1.0898,11.384,0,0.4245,0.9783,0,49.3561,
Sv_119,Sv,119,0.9887,10.014,0,0.4852,0.7133,0,47.1111,
Sv_120,Sv,120,0.46,13.91,0,0.37,0.3,0,41.53,
Sv_121,Sv,121,0.42,4.28,0,3.86,0.67,0,34.2,
Sv_122,Sv,122,0.5,8.14,0,0,0.05,0,44.81,
Sv_123,Sv,123,0.44,14.21,0,0.28,0.13,0,49.46,
Sv_124,Sv,124,0.44,5.63,0,0,1.84,0,34.75,
Sv_125,Sv,125,0.36,13.82,0,0,0.08,0,48.47,
Sv_126,Sv,126,0.47,13.88,0,0.39,0.38,0,42.75,
Sv_127,Sv,127,0.6764,8.055,0,0.8516,1.2644,0,38.1305,
Sv_128,Sv,128,0.7212,9.663,0.2372,0.8402,1.8334,0.7329,68.9075,
Sv_129,Sv,129,0.6205,8.792,0,0.9237,1.623,0.7819,44.2427,
Sv_130,Sv,130,0.6909,7.296,0,0.9162,1.6473,0.8908,41.4455,
Sv_131,Sv,131,0.7104,12.255,0,0.81,1.9543,0.617,60.5227,
Sv_132,Sv,132,0.6839,7.354,0,0.8799,1.5908,0.7762,55.1163,
Sv_133,Sv,133,0.6249,8.565,0,0.8911,1.5575,0.7596,26.2578,
Sv_134,Sv,134,0.4296,11.603,0,0.3532,0.3924,0.4129,47.0123,
Sv_135,Sv,135,0.6573,9.089,0,0.4058,0.5409,0,49.6098,
Sv_136,Sv,136,0.4104,13.51,0,0.4032,0.4267,0.337,45.6231,
Sv_137,Sv,137,0.5044,12.262,0,0.5769,0.4202,0.3625,57.5069,
Sv_138,Sv,138,0.4591,10.048,0,0.4822,0.5059,0,32.1571,
Sv_139,Sv,139,.,.,.,.,.,.,.,
Sv_140,Sv,140,0.5707,11.909,0,0.4314,0.3593,0,57.8215,
Sv_141,Sv,141,0.3897,5.648,0,0.4465,0.1444,0.3859,28.1559,
Sv_142,Sv,142,0.2944,8.414,0.8895,0.0549,0.2856,0,94.7068,
Sv_143,Sv,143,0.4897,6.186,0,0.3996,0.0701,0.6024,40.0899,
Sv_144,Sv,144,.,.,.,.,.,.,.,
Sv_145,Sv,145,0.3109,5.506,0,0.5946,0.6896,0,51.9687,
Sv_146,Sv,146,0.2371,4.403,0,0.0572,0,0.336,30.4427,
Sv_147,Sv,147,0.3214,10.036,0,0.8989,0,0.4329,34.3058,
Sl_1,Sl,1,.,1045.61,.,0.66,1.18,0.19,597.52,0.74
Sl_2,Sl,2,.,1308.69,.,1.22,1.18,0.48,766.76,0.69
Sl_3,Sl,3,.,376.66,.,0.41,0.81,0.02,281.4,0.58
Sl_4,Sl,4,.,1514.14,.,0,0.56,0.15,813.1,1.71
Sl_5,Sl,5,.,417.29,.,0.36,1.31,0.66,317.26,0.5
Sl_6,Sl,6,.,482.39,.,0.45,1.26,0,286.56,0.35
Sl_7,Sl,7,.,94.71,.,0,0.14,0.21,143.85,0.03
Sl_8,Sl,8,.,1720.87,.,0,0.61,0,1047.57,0.6
Sl_9,Sl,9,.,253.39,.,0.37,1.32,0.72,261.18,0.37
Sl_10,Sl,10,.,71.18,.,0.1,0.77,0.19,97.31,0.09
Sl_11,Sl,11,.,1149.32,.,1.31,0.92,0.31,693.1,1.33
Sl_12,Sl,12,.,316.56,.,0.39,1.19,0.45,242.99,0.56
Sl_13,Sl,13,.,827.92,.,0.4,10.96,0,334.18,0.28
Sl_14,Sl,14,.,49.99,.,0.14,0.25,0.21,158.27,0.06
Sl_15,Sl,15,.,1024.95,.,0.31,9.17,0,450.21,0.48
Sl_16,Sl,16,.,552.77,.,0.45,0.73,0.03,374.72,0.31
Sl_17,Sl,17,.,26.27,.,0.11,0.02,0.67,73.57,0.01
Sl_18,Sl,18,.,1636.31,.,0,9.87,0,688.29,0.38
Sl_19,Sl,19,.,626.92,.,0.41,13.64,0.12,268.8,0.29
Sl_20,Sl,20,.,1356.42,.,0,0,0,818.65,0.35
Sl_21,Sl,21,.,113.15,.,0.16,0.49,0,180.87,0
Sl_22,Sl,22,.,1592.36,.,0,0,0,975.86,1.08
Sl_23,Sl,23,.,727.97,.,0,0,0,471.56,0.27
Sl_24,Sl,24,.,.,.,.,.,.,.,.
Sl_25,Sl,25,.,2247.71,.,0,0,0,1276.85,0.3
Sl_26,Sl,26,.,420.78,.,0.4,0.02,0,318.92,0.35
Sl_27,Sl,27,.,826.79,.,0,0,0,505.54,0.31
Sl_28,Sl,28,.,34.92,.,0.24,0.29,0.14,45.69,0.04
Sl_29,Sl,29,.,832.06,.,0,0,0,528.22,0.55
Sl_30,Sl,30,.,410.49,.,0.45,0.02,0,348.82,0.31
Sl_31,Sl,31,.,31.22,.,0.14,0.51,0.17,80.11,0.02
Sl_32,Sl,32,.,1081.85,.,0,0,0,628.92,0.95
Sl_33,Sl,33,.,454.63,.,0.5,0.01,0,358.63,0.42
Sl_34,Sl,34,.,804.85,.,0.57,0.01,0,571.55,0.53
Sl_35,Sl,35,.,243.62,.,0.4,0.13,0.06,258.48,0.03
Sl_36,Sl,36,.,1637.35,.,0.53,0.01,0,1115.76,0.79
Sl_37,Sl,37,.,0.68,.,0.01,0,0,2.75,0.41
Sl_38,Sl,38,.,47.77,.,0.11,0.57,0.15,95.31,0.08
Sl_39,Sl,39,.,1557.3,.,0.4,0.01,0,1031.63,1.17
Sl_40,Sl,40,.,607.8,.,0.47,0.01,0,622.88,0.25
Sl_41,Sl,41,.,919.04,.,20.64,0.05,0,727.05,0.67
Sl_42,Sl,42,.,99.52,.,7.37,0.16,0.13,149.94,0
Sl_43,Sl,43,.,1580.24,.,9.87,0.03,0,1136.23,0.83
Sl_44,Sl,44,.,865.56,.,23.12,0.07,0,862.96,0.56
Sl_45,Sl,45,.,25.45,.,3.29,0.65,0.2,76.97,0
Sl_46,Sl,46,.,1346.26,.,14.93,0.03,0,901.72,1.36
Sl_47,Sl,47,.,601.86,.,17.44,0.05,0,706.7,0.63
Sl_48,Sl,48,.,1384.35,.,0.96,0.09,0,1047.54,0.47
Sl_49,Sl,49,.,34.25,.,0.15,0.47,0.18,121.5,0.01
Sl_50,Sl,50,.,1300.27,.,0.71,0,0.75,866.23,1.18
Sl_51,Sl,51,.,765.67,.,0.66,0.11,0.02,616.9,0.57
Sl_52,Sl,52,.,24.14,.,0.12,0.67,0.06,150.17,0.04
Sl_53,Sl,53,.,1613.15,.,0.24,1.02,0,1015.32,0.94
Sl_54,Sl,54,.,631.31,.,0.64,0,0.09,777.94,0.5
Sl_55,Sl,55,.,1718.37,.,0,0.36,0,1180.93,1.82
Sl_56,Sl,56,.,103.85,.,0.03,0.29,0.04,144.79,0
Sl_57,Sl,57,.,1347.94,.,0.99,0.99,0,902.92,1.2
Sl_58,Sl,58,.,1622.25,.,1.3,0.87,0,1144.08,1.51
Sl_59,Sl,59,.,26.84,.,0.01,0.92,0.19,82.04,0
Sl_60,Sl,60,.,1888.53,.,0.33,0.85,0,1188.84,2.27
Sl_61,Sl,61,.,530.82,.,0,0.33,0,397.54,0.95
Sl_62,Sl,62,0.91,247.874,0,0.6541,1.1647,0.306,370.34,
Sl_63,Sl,63,0.769,1044.376,0,5.7269,0,0,93.27,
Sl_64,Sl,64,0.7752,983.415,0,7.3855,5.6829,0,131.38,
Sl_65,Sl,65,1.0378,30.114,0.8503,0.6684,3.7647,0.4499,91.2,
Sl_66,Sl,66,.,.,.,.,.,.,.,
Sl_67,Sl,67,1.1548,550.195,0,3.5434,2.6265,0,121.23,
Sl_68,Sl,68,1.3697,43.778,0,0,0.5932,0,0,
Sl_69,Sl,69,1.2409,178.089,0,3.8169,2.9902,0,0,
Sl_70,Sl,70,1.397,1148.567,0,3.6227,3.7154,0,0,
Sl_71,Sl,71,1.5709,18.359,0.3318,0.1708,2.3858,1.3755,52.3245,
Sl_72,Sl,72,1.1004,143.441,0,2.53,1.3737,0,0,
Sl_73,Sl,73,1.4634,765.823,0,1.8364,1.155,0,0,
Sl_74,Sl,74,0.6,26.83,0,0.51,1.93,1.07,101.06,
Sl_75,Sl,75,0.0821,1088.3139,680.7344,1.3858,0.2606,2371.6693,87.4174,
Sl_76,Sl,76,0.9217,573.4032,2092.3244,1.1268,0.2154,1860.9759,84.8798,
Sl_77,Sl,77,0.64,32.19,0,0.42,2.92,0.88,0.04,
Sl_78,Sl,78,0.2823,1520.909,730.9562,2.2037,0.5897,2737.1708,83.9807,
Sl_79,Sl,79,0.3673,273.5031,2340.1689,1.1596,0.3597,1915.9243,71.6282,
Sl_80,Sl,80,0.7088,95.667,0,0.6638,1.9882,0.1653,240.1252,
Sl_81,Sl,81,0,2337,0,4.6747,2.3086,0,1706,
Sl_82,Sl,82,0,2160,0,4.88,1.9745,0,1569,
Sl_83,Sl,83,0.8826,30.496,0,0.8869,3.7257,0.9677,104.6899,
Sl_84,Sl,84,0,2482,0,3.3847,0,0,1764,
Sl_85,Sl,85,0.758,1285,0,5.0809,2.1847,0,1039,
Sl_86,Sl,86,0.8941,38.517,1.3235,0.1917,2.6837,0.8598,122.0688,
Sl_87,Sl,87,1.4258,2003,0,3.4136,2.3803,0,2242,
Sl_88,Sl,88,1.2829,1319,0,1.8421,1.6456,0,1308,
Sl_89,Sl,89,0.8902,33.012,1.4227,0.6084,3.2238,1.812,66.8429,
Sl_90,Sl,90,0.6198,1783,0,11.1575,10.1293,0,1936,
Sl_91,Sl,91,1.4288,1385,0,6.5302,4.0503,0,1453,
Sl_92,Sl,92,0.2515,36.443,0,0.1178,2.276,0.248,134.178,
Sl_93,Sl,93,0.062,3095.146,0,20.8623,19.7019,0,2391.9528,
Sl_94,Sl,94,0.8771,1633.344,0.8721,5.1007,0,0,2128.7511,
Sl_95,Sl,95,0.3486,58.412,70.402,0.2458,3.1381,0,226.0591,
Sl_96,Sl,96,0.4372,197.266,0,14.879,9.0531,0,163.5701,
Sl_97,Sl,97,0.4533,897.805,0,7.1555,2.7237,0,867.0259,
So_1,So,1,1.3007,112.515,0,0.3657,0.3388,0.9008,344.99,
So_2,So,2,0.8617,21.731,0.1723,0,0.7522,0.412,77.82,
So_3,So,3,.,.,.,.,.,.,.,
So_4,So,4,0.8705,29.795,0,0.4064,0.7451,0.9623,80.15,
So_5,So,5,0.8386,22.046,0,0,3.5856,0.7601,61.3,
So_6,So,6,1.0774,64.521,0,0.544,0.5246,0.6786,129.75,
